Design_ID,Generation,Timestamp,X1,X2,X3,X4,Volume,CL/CD,CL_min,Volume_min,Success,Eval_Time_s
1,1,2026-01-23 01:32:58,0.13404169724716475,0.40311298644712923,0.20345524067614962,0.2623133404418495,1.9171774158207815,4.06973641540377,-0.6772715514470358,1.9171774158207815,True,0.0
2,1,2026-01-23 01:32:58,0.03959287666420286,0.5285892632600216,0.4593358828854037,0.0623495791498756,2.3118134545698292,4.004586338354839,-0.7175810531794646,2.3118134545698292,True,0.0
3,1,2026-01-23 01:32:58,0.19161625902013524,0.80236416113453,0.19132392605720028,0.08155261736351271,1.8239082449562545,4.033322716232111,-0.9385079832687768,1.8239082449562545,True,0.0
4,1,2026-01-23 01:32:58,0.16065200877512686,0.9699254132161326,0.5160685855478787,0.11586561247077032,2.6413897418747814,3.963488689623343,-0.9438206950524186,2.6413897418747814,True,0.0
5,1,2026-01-23 01:32:58,0.32973171649909216,0.7884287034284043,0.303194829291645,0.4534978894806515,3.1245407876279354,4.049296498223066,-0.6852224707459267,3.1245407876279354,True,0.0
6,1,2026-01-23 01:32:58,0.14792203578495655,0.819626719119277,0.6832869060032571,0.787096941554801,1.448631251341804,4.0320419826644835,-0.789177743716009,1.448631251341804,True,0.0
7,1,2026-01-23 01:32:58,0.31183145201048545,0.42332644897257565,0.8277025938204418,0.4091991363691613,2.0720749250044928,4.071278688749438,-0.43767318337646377,2.0720749250044928,True,0.0
8,1,2026-01-23 01:32:58,0.8947158621961735,0.4227169069454373,0.5895020620840481,0.0244906774933632,2.789681215458363,3.614820953350985,-0.31957364509282016,2.789681215458363,True,0.0
9,1,2026-01-23 01:32:58,0.8050548331450097,0.9636708728449709,0.15052483042117748,0.48221238819933654,1.4382681506688118,4.0279037616057005,-0.31878236627357404,1.4382681506688118,True,0.0
10,1,2026-01-23 01:32:58,0.641328169139375,0.8526328384806567,0.592941018104284,0.2600974477372232,2.955913556242591,3.994314975907098,-0.2244839553737108,2.955913556242591,True,0.0
11,1,2026-01-23 01:32:58,0.9616571936637868,0.7247899407735336,0.5412268555474342,0.2768912040453708,2.247023253511627,4.074105013843521,-0.20457942549042407,2.247023253511627,True,0.0
12,1,2026-01-23 01:32:58,0.8355692165002742,0.28187782736454214,0.2152181671629736,0.6393313800665879,1.6533072712886898,4.050746753009568,-0.18822296123906823,1.6533072712886898,True,0.0
13,1,2026-01-23 01:32:58,0.5118216247002567,0.9504636963259353,0.14415961271963373,0.9486494471372439,2.553734692687451,3.787252750502995,-0.18788500814508846,2.553734692687451,True,0.0
14,1,2026-01-23 01:32:58,0.5495936876730595,0.027559113243068367,0.7535131086748066,0.5381433132192782,2.8709730200624404,3.6751841527281797,0.048342926857506296,2.8709730200624404,True,0.0
15,1,2026-01-23 01:32:58,0.8398815210314088,0.5094958815215094,0.510888884466533,0.7530302077021779,1.575803012660884,4.003048407265729,0.05743460537802936,1.575803012660884,True,0.0
16,1,2026-01-23 01:32:58,0.2740483886137183,0.007091828603166261,0.6457208955749478,0.719909383508693,1.6148343766389768,4.033549786337604,0.1151974010839355,1.6148343766389768,True,0.0
17,1,2026-01-23 01:32:58,0.8552269742870702,0.8612834961776684,0.8765370964165805,0.4719097193587902,2.04052866501622,4.088219676752521,0.11805468943910591,2.04052866501622,True,0.0
18,1,2026-01-23 01:32:58,0.6234897555375004,0.776683114342298,0.6130033010530405,0.9172977047909027,2.260350037990201,4.095637736870382,0.15479108231510852,2.260350037990201,True,0.0
19,1,2026-01-23 01:32:58,0.7503646726300526,0.2804087579860399,0.48519097443163506,0.9807371998012386,2.269352607137021,4.066193666308448,0.1664443794888194,2.269352607137021,True,0.0
20,1,2026-01-23 01:32:58,0.6734598871529389,0.9190886196338225,0.8268253295567211,0.8855202667099468,1.2670524145209427,3.974125768416295,0.29478519342705556,1.2670524145209427,True,0.0
21,2,2026-01-23 01:33:10,0.19161625902013524,0.009967388230376073,0.19132392605720028,0.08155261736351271,2.7968241808216283,3.5669228317065116,-0.5273461265261521,2.7968241808216283,True,0.0
22,2,2026-01-23 01:33:10,0.13404169724716475,0.40311298644712923,0.20345524067614962,0.2623133404418495,2.839297157028973,3.7365440208499288,-0.6772715514470358,2.839297157028973,True,0.0
23,2,2026-01-23 01:33:10,0.13553203081504245,0.40311298644712923,0.20345524067614962,0.40923419064002065,2.988474022469697,4.056199210389724,-0.6181532049375742,2.988474022469697,True,0.0
24,2,2026-01-23 01:33:10,0.03959287666420286,0.5285892632600216,0.4593358828854037,0.0623495791498756,2.6148510085135253,3.9543280825905427,-0.7175810531794646,2.6148510085135253,True,0.0
25,2,2026-01-23 01:33:10,0.13404169724716475,0.39069689448938844,0.5148859817691928,0.11974487890201928,1.3724587735584974,4.009443867463412,-0.6074646650477886,1.3724587735584974,True,0.0
26,2,2026-01-23 01:33:10,0.16065200877512686,0.9775876830899792,0.20463785226902254,0.2584340745647504,2.8873809875470133,3.6046304453176825,-0.9495382316102743,2.8873809875470133,True,0.0
27,2,2026-01-23 01:33:10,0.19161625902013524,0.80236416113453,0.19132392605720028,0.08155261736351271,3.9980203913863464,4.090131209364347,-0.9385079832687768,3.9980203913863464,True,0.0
28,2,2026-01-23 01:33:10,0.1342100806772592,0.4227169069454373,0.5895020620840481,0.04251531681819007,2.3421749272925116,4.079364441637359,-0.6336839654774631,2.3421749272925116,True,0.0
29,2,2026-01-23 01:33:10,0.19161625902013524,0.7885705553662612,0.19014857940489802,0.4503647081651677,2.6413515267869867,3.805813410434724,-0.8837853494770396,2.6413515267869867,True,0.0
30,2,2026-01-23 01:33:10,0.16864145767138156,0.7829980149258166,0.5218838222059194,0.08155261736351271,2.241450492807256,4.0739912468783634,-0.8763199805300976,2.241450492807256,True,0.0
31,2,2026-01-23 01:33:10,0.1470130004434777,0.9657590941932792,0.493998337151716,0.10056298708989919,2.7648448470687734,3.88594220679081,-0.9632669717603517,2.7648448470687734,True,0.0
32,2,2026-01-23 01:33:10,0.16065200877512686,0.9699254132161326,0.5160685855478787,0.11586561247077032,2.408527976484073,3.9942005432134473,-0.9438206950524186,2.408527976484073,True,0.0
33,2,2026-01-23 01:33:10,0.32973171649909216,0.8022223091966731,0.30437017594409754,0.08470280345865136,2.514585925922221,4.085395356530827,-0.8142283842452773,2.514585925922221,True,0.0
34,2,2026-01-23 01:33:10,0.03959287666420286,0.5285892632600216,0.5334056369443448,0.2735960457635222,2.3244681006321857,4.085454067351862,-0.6261417628997892,2.3244681006321857,True,0.0
35,2,2026-01-23 01:33:10,0.32973171649909216,0.7884287034284043,0.303194829291645,0.4534978894806515,2.9343242309993114,4.04083125916049,-0.6852224707459267,2.9343242309993114,True,0.0
36,2,2026-01-23 01:33:10,0.1615610441166057,0.8237828638461197,0.6130384265874418,0.8026835284085652,1.8967806330243946,4.048934241289407,-0.7979207401685362,1.8967806330243946,True,0.0
37,2,2026-01-23 01:33:10,0.32973171649909216,0.7884287034284043,0.42729140195878423,0.3612884292522105,2.7568891413021572,4.006542635786561,-0.6776308352383431,2.7568891413021572,True,0.0
38,2,2026-01-23 01:33:10,0.14792203578495655,0.819626719119277,0.6832869060032571,0.787096941554801,2.865185264827649,4.0187092581160595,-0.789177743716009,2.865185264827649,True,0.0
41,3,2026-01-23 01:33:21,0.19161625902013524,0.009967388230376073,0.19132392605720028,0.08155261736351271,2.845259075932947,4.0169092900019185,-0.5273461265261521,2.845259075932947,True,0.0
42,3,2026-01-23 01:33:21,0.19049577507664375,0.009967388230376073,0.19132392605720028,0.09805584923740412,2.931810736661402,4.039937202858043,-0.5184376957556665,2.931810736661402,True,0.0
43,3,2026-01-23 01:33:21,0.13404169724716475,0.3944746212225966,0.20536291625967898,0.11974487890201928,3.136894921195162,4.047717975763389,-0.7295565991088142,3.136894921195162,True,0.0
44,3,2026-01-23 01:33:21,0.13690328545471725,0.4022860763611023,0.20345524067614962,0.24342801725643942,2.692838483120796,3.878523499389916,-0.6850695595728886,2.692838483120796,True,0.0
45,3,2026-01-23 01:33:21,0.135162181190657,0.40311298644712923,0.20345524067614962,0.24581018705575525,2.806895382761209,3.799325827323078,-0.6843020275345959,2.806895382761209,True,0.0
46,3,2026-01-23 01:33:21,0.04457906975602369,0.5285892632600216,0.30027385413445673,0.0623495791498756,2.7624097964285466,3.874161978647676,-0.7683646740704024,2.7624097964285466,True,0.0
47,3,2026-01-23 01:33:21,0.13404169724716475,0.40311298644712923,0.20345524067614962,0.2623133404418495,2.8667776176485917,3.6712998872070455,-0.6772715514470358,2.8667776176485917,True,0.0
48,3,2026-01-23 01:33:21,0.13287323124664333,0.40311298644712923,0.19164837974848178,0.40923419064002065,2.8987377228043516,4.030277514252357,-0.6219871421869378,2.8987377228043516,True,0.0
49,3,2026-01-23 01:33:21,0.13553203081504245,0.40311298644712923,0.20345524067614962,0.40923419064002065,2.549158322353661,3.7962470409542464,-0.6181532049375742,2.549158322353661,True,0.0
50,3,2026-01-23 01:33:21,0.16563181952019623,0.41582914605715715,0.20345524067614962,0.40923419064002065,2.799463030210931,3.5930306730016763,-0.6334334328063167,2.799463030210931,True,0.0
51,3,2026-01-23 01:33:21,0.03959287666420286,0.5285892632600216,0.4593358828854037,0.0623495791498756,2.8720514484471193,3.677601988576673,-0.7175810531794646,2.8720514484471193,True,0.0
52,3,2026-01-23 01:33:21,0.13404169724716475,0.39069689448938844,0.5148859817691928,0.11974487890201928,3.961225906221469,4.091547282507155,-0.6074646650477886,3.961225906221469,True,0.0
53,3,2026-01-23 01:33:21,0.13404169724716475,0.3929503376810775,0.5148859817691928,0.11974487890201928,3.135363110293531,3.9941628244180243,-0.6091994080348555,3.135363110293531,True,0.0
54,3,2026-01-23 01:33:21,0.1342100806772592,0.39056471472437104,0.5895020620840481,0.04251531681819007,2.956235343369201,4.048640201155343,-0.6095899965964287,2.956235343369201,True,0.0
55,3,2026-01-23 01:33:21,0.13404169724716475,0.42284908671045474,0.5148859817691928,0.11974487890201928,3.139269641543126,4.047722911740387,-0.631502907078006,3.139269641543126,True,0.0
61,4,2026-01-23 01:33:33,0.19161625902013524,0.009967388230376073,0.19132392605720028,0.08155261736351271,3.2531450833520728,4.0972641172156825,-0.5273461265261521,3.2531450833520728,True,0.0
62,4,2026-01-23 01:33:33,0.19049577507664375,0.006068793972967834,0.19132392605720028,0.09805584923740412,2.9361939183403387,4.053111525088678,-0.5162014248309659,2.9361939183403387,True,0.0
63,4,2026-01-23 01:33:33,0.19049577507664375,0.009967388230376073,0.19132392605720028,0.09805584923740412,2.9138879846680505,4.030679402014293,-0.5184376957556665,2.9138879846680505,True,0.0
64,4,2026-01-23 01:33:33,0.19049577507664375,0.009967388230376073,0.1918162433938425,0.09805584923740412,3.9721755835956447,4.091342760902205,-0.518167564863812,3.9721755835956447,True,0.0
65,4,2026-01-23 01:33:33,0.19225774234109685,0.028180676303518448,0.19132392605720028,0.08155261736351271,2.9338437361355503,4.040479985279188,-0.5373661198914097,2.9338437361355503,True,0.0
66,4,2026-01-23 01:33:33,0.13287323124664333,0.40311298644712923,0.19164837974848178,0.10034663071284206,3.138209609573162,4.047434632776115,-0.7468999533865184,3.138209609573162,True,0.0
67,4,2026-01-23 01:33:33,0.04191975294654824,0.39387922942219933,0.300974948548612,0.1233386760231096,2.8302501123467403,3.97053394168598,-0.6726544671069796,2.8302501123467403,True,0.0
68,4,2026-01-23 01:33:33,0.19161625902013524,0.009967388230376073,0.19132392605720028,0.3904472483464799,3.312507084016696,4.039826142961559,-0.3529330595432365,3.312507084016696,True,0.0
69,4,2026-01-23 01:33:33,0.13404169724716475,0.3703939112618957,0.20487059892303672,0.11687187648690038,3.2903604101624504,4.052987527335383,-0.7166607381948649,3.2903604101624504,True,0.0
70,4,2026-01-23 01:33:33,0.16477969493509606,0.009967388230376073,0.1916731314436877,0.42821077469323277,3.156650640642837,4.014231852452122,-0.3308451066350522,3.156650640642837,True,0.0
71,4,2026-01-23 01:33:33,0.13404169724716475,0.3944746212225966,0.20536291625967898,0.11974487890201928,3.1327251586907487,3.965401415450035,-0.7295565991088142,3.1327251586907487,True,0.0
72,4,2026-01-23 01:33:33,0.1924683836052354,0.41582914605715715,0.2031060352896622,0.06266960567672872,3.1183709016286936,3.9936581174525783,-0.7798152941723162,3.1183709016286936,True,0.0
73,4,2026-01-23 01:33:33,0.043939116808103654,0.5152380250290696,0.30027385413445673,0.0623495791498756,2.9915273066381274,4.051877958326277,-0.7617925934422787,2.9915273066381274,True,0.0
74,4,2026-01-23 01:33:33,0.13690328545471725,0.4022860763611023,0.20345524067614962,0.24342801725643942,2.8981393007444236,4.03057120516718,-0.6850695595728886,2.8981393007444236,True,0.0
75,4,2026-01-23 01:33:33,0.13698814469662532,0.40311298644712923,0.20345524067614962,0.24322807799860563,3.1255385639067823,4.049659898057555,-0.6856878140334131,3.1255385639067823,True,0.0
76,4,2026-01-23 01:33:33,0.135162181190657,0.40311298644712923,0.20345524067614962,0.24581018705575525,3.302824643812117,4.0526696090868395,-0.6843020275345959,3.302824643812117,True,0.0
77,4,2026-01-23 01:33:33,0.04457906975602369,0.5285892632600216,0.30027385413445673,0.0623495791498756,3.294596132723007,4.097747349491312,-0.7683646740704024,3.294596132723007,True,0.0
78,4,2026-01-23 01:33:33,0.13941078674378604,0.526243883382471,0.20021327619812698,0.050712840912042825,3.960515956295212,4.091547849833126,-0.8286036182452927,3.960515956295212,True,0.0
79,4,2026-01-23 01:33:33,0.13395683800525668,0.4022860763611023,0.20345524067614962,0.26251327969968336,3.9526660463026007,4.090666087062378,-0.6766222407646769,3.9526660463026007,True,0.0
80,4,2026-01-23 01:33:33,0.13404169724716475,0.40311298644712923,0.20345524067614962,0.2623133404418495,3.1553921357970416,4.000102185821307,-0.6772715514470358,3.1553921357970416,True,0.0
